nm,n,k,
4825.09047,1.45065,0.00119258,
4826.254826,1.450624,0.001193407,
4827.419744,1.450598,0.001194233,
4828.585225,1.450572,0.001195057,
4829.751268,1.450546,0.001195881,
4830.917874,1.45052,0.001196704,
4832.085045,1.450494,0.001197525,
4833.252779,1.450467,0.001198346,
4834.421078,1.450441,0.001199166,
4835.589942,1.450415,0.001199985,
4836.759371,1.450388,0.001200803,
4837.929366,1.450362,0.00120162,
4839.099927,1.450335,0.001202436,
4840.271055,1.450309,0.001203251,
4841.44275,1.450282,0.001204065,
4842.615012,1.450255,0.001204879,
4843.787842,1.450228,0.001205691,
4844.96124,1.450202,0.001206502,
4846.135207,1.450175,0.001207313,
4847.309743,1.450148,0.001208122,
4848.484848,1.450121,0.00120893,
4849.660524,1.450094,0.001209738,
4850.836769,1.450066,0.001210544,
4852.013586,1.450039,0.00121135,
4853.190973,1.450012,0.001212154,
4854.368932,1.449984,0.001212957,
4855.547463,1.449957,0.00121376,
4856.726566,1.44993,0.001214561,
4857.906242,1.449902,0.001215362,
4859.086492,1.449874,0.001216161,
4860.267315,1.449847,0.001216959,
4861.448712,1.449819,0.001217757,
4862.630683,1.449791,0.001218554,
4863.81323,1.449763,0.001219349,
4864.996351,1.449735,0.001220143,
4866.180049,1.449707,0.001220937,
4867.364322,1.449679,0.001221729,
4868.549172,1.449651,0.00122252,
4869.734599,1.449623,0.001223311,
4870.920604,1.449595,0.0012241,
4872.107186,1.449566,0.001224888,
4873.294347,1.449538,0.001225676,
4874.482086,1.449509,0.001226462,
4875.670405,1.449481,0.001227247,
4876.859303,1.449452,0.001228031,
4878.04878,1.449424,0.001228814,
4879.238839,1.449395,0.001229596,
4880.429478,1.449366,0.001230377,
4881.620698,1.449337,0.001231157,
4882.8125,1.449308,0.001231936,
4884.004884,1.449279,0.001232714,
4885.197851,1.44925,0.001233491,
4886.3914,1.449221,0.001234267,
4887.585533,1.449191,0.001235041,
4888.780249,1.449162,0.001235815,
4889.97555,1.449133,0.001236588,
4891.171436,1.449103,0.001237359,
4892.367906,1.449074,0.00123813,
4893.564962,1.449044,0.001238899,
4894.762604,1.449014,0.001239667,
4895.960832,1.448985,0.001240435,
4897.159647,1.448955,0.001241201,
4898.35905,1.448925,0.001241966,
4899.55904,1.448895,0.00124273,
4900.759618,1.448865,0.001243493,
4901.960784,1.448835,0.001244255,
4903.16254,1.448804,0.001245016,
4904.364885,1.448774,0.001245775,
4905.567819,1.448744,0.001246534,
4906.771344,1.448713,0.001247291,
4907.97546,1.448683,0.001248048,
4909.180167,1.448652,0.001248803,
4910.385465,1.448621,0.001249557,
4911.591356,1.448591,0.00125031,
4912.797838,1.44856,0.001251062,
4914.004914,1.448529,0.001251813,
4915.212583,1.448498,0.001252563,
4916.420846,1.448467,0.001253312,
4917.629702,1.448436,0.001254059,
4918.839154,1.448404,0.001254806,
4920.0492,1.448373,0.001255551,
4921.259843,1.448342,0.001256295,
4922.47108,1.44831,0.001257038,
4923.682915,1.448279,0.00125778,
4924.895346,1.448247,0.001258521,
4926.108374,1.448215,0.001259261,
4927.322,1.448183,0.001259999,
4928.536225,1.448151,0.001260737,
4929.751048,1.448119,0.001261473,
4930.966469,1.448087,0.001262208,
4932.182491,1.448055,0.001262942,
4933.399112,1.448023,0.001263675,
4934.616334,1.447991,0.001264407,
4935.834156,1.447958,0.001265137,
4937.05258,1.447926,0.001265867,
4938.271605,1.447893,0.001266595,
4939.491232,1.44786,0.001267322,
4940.711462,1.447828,0.001268048,
4941.932296,1.447795,0.001268773,
4943.153732,1.447762,0.001269497,
4944.375773,1.447729,0.001270219,
4945.598417,1.447696,0.001270941,
4946.821667,1.447662,0.001271661,
4948.045522,1.447629,0.00127238,
4949.269983,1.447596,0.001273098,
4950.49505,1.447562,0.001273814,
4951.720723,1.447528,0.00127453,
4952.947003,1.447495,0.001275244,
4954.173892,1.447461,0.001275957,
4955.401388,1.447427,0.001276669,
4956.629492,1.447393,0.00127738,
4957.858205,1.447359,0.00127809,
4959.087528,1.447325,0.001278798,
4960.31746,1.447291,0.001279505,
4961.548003,1.447256,0.001280211,
4962.779156,1.447222,0.001280916,
4964.010921,1.447187,0.00128162,
4965.243297,1.447153,0.001282322,
4966.476285,1.447118,0.001283024,
4967.709886,1.447083,0.001283724,
4968.944099,1.447048,0.001284423,
4970.178926,1.447013,0.00128512,
4971.414367,1.446978,0.001285817,
4972.650423,1.446943,0.001286512,
4973.887093,1.446907,0.001287206,
4975.124378,1.446872,0.001287899,
4976.362279,1.446836,0.00128859,
4977.600796,1.446801,0.001289281,
4978.83993,1.446765,0.00128997,
4980.079681,1.446729,0.001290658,
4981.32005,1.446693,0.001291345,
4982.561036,1.446657,0.00129203,
4983.802641,1.446621,0.001292715,
4985.044865,1.446585,0.001293398,
4986.287709,1.446548,0.00129408,
4987.531172,1.446512,0.00129476,
4988.775256,1.446475,0.00129544,
4990.01996,1.446439,0.001296118,
4991.265286,1.446402,0.001296795,
4992.511233,1.446365,0.001297471,
4993.757803,1.446328,0.001298145,
4995.004995,1.446291,0.001298818,
4996.25281,1.446254,0.00129949,
4997.501249,1.446216,0.001300161,
4998.750312,1.446179,0.001300831,
5000,1.446141,0.001301499,
5001.250313,1.446103,0.001302166,
5002.501251,1.446066,0.001302832,
5003.752815,1.446028,0.001303496,
5005.005005,1.44599,0.001304159,
5006.257822,1.445951,0.001304821,
5007.511267,1.445913,0.001305482,
5008.765339,1.445875,0.001306142,
5010.02004,1.445836,0.0013068,
5011.27537,1.445798,0.001307457,
5012.531328,1.445759,0.001308112,
5013.787917,1.44572,0.001308767,
5015.045135,1.445681,0.00130942,
5016.302985,1.445642,0.001310072,
5017.561465,1.445603,0.001310723,
5018.820577,1.445563,0.001311372,
5020.080321,1.445524,0.00131202,
5021.340698,1.445484,0.001312667,
5022.601708,1.445445,0.001313312,
5023.863351,1.445405,0.001313957,
5025.125628,1.445365,0.0013146,
5026.38854,1.445325,0.001315241,
5027.652086,1.445284,0.001315882,
5028.916269,1.445244,0.001316521,
5030.181087,1.445204,0.001317159,
5031.446541,1.445163,0.001317795,
5032.712632,1.445122,0.001318431,
5033.979361,1.445081,0.001319065,
5035.246727,1.44504,0.001319697,
5036.514732,1.444999,0.001320329,
5037.783375,1.444958,0.001320959,
5039.052658,1.444917,0.001321588,
5040.322581,1.444875,0.001322215,
5041.593143,1.444833,0.001322841,
5042.864347,1.444792,0.001323466,
5044.136192,1.44475,0.00132409,
5045.408678,1.444708,0.001324712,
5046.681807,1.444665,0.001325333,
5047.955578,1.444623,0.001325953,
5049.229992,1.444581,0.001326571,
5050.505051,1.444538,0.001327188,
5051.780753,1.444495,0.001327804,
5053.0571,1.444452,0.001328419,
5054.334091,1.444409,0.001329032,
5055.611729,1.444366,0.001329644,
5056.890013,1.444323,0.001330254,
5058.168943,1.444279,0.001330863,
5059.44852,1.444236,0.001331471,
5060.728745,1.444192,0.001332078,
5062.009618,1.444148,0.001332683,
5063.291139,1.444104,0.001333287,
5064.57331,1.44406,0.00133389,
5065.85613,1.444015,0.001334491,
5067.1396,1.443971,0.001335091,
5068.42372,1.443926,0.00133569,
5069.708492,1.443881,0.001336287,
5070.993915,1.443836,0.001336883,
5072.27999,1.443791,0.001337478,
5073.566717,1.443746,0.001338071,
5074.854098,1.4437,0.001338663,
5076.142132,1.443655,0.001339254,
5077.43082,1.443609,0.001339843,
5078.720163,1.443563,0.001340431,
5080.01016,1.443517,0.001341018,
5081.300813,1.44347,0.001341603,
5082.592122,1.443424,0.001342187,
5083.884087,1.443377,0.00134277,
5085.17671,1.443331,0.001343351,
5086.46999,1.443284,0.001343931,
5087.763928,1.443237,0.00134451,
5089.058524,1.443189,0.001345087,
5090.35378,1.443142,0.001345663,
5091.649695,1.443094,0.001346238,
5092.946269,1.443047,0.001346811,
5094.243505,1.442999,0.001347383,
5095.541401,1.442951,0.001347953,
5096.839959,1.442902,0.001348523,
5098.139179,1.442854,0.00134909,
5099.439062,1.442805,0.001349657,
5100.739607,1.442756,0.001350222,
5102.040816,1.442707,0.001350786,
5103.342689,1.442658,0.001351349,
5104.645227,1.442609,0.00135191,
5105.94843,1.442559,0.00135247,
5107.252298,1.442509,0.001353028,
5108.556833,1.44246,0.001353585,
5109.862034,1.442409,0.001354141,
5111.167902,1.442359,0.001354696,
5112.474438,1.442309,0.001355249,
5113.781642,1.442258,0.0013558,
5115.089514,1.442207,0.001356351,
5116.398056,1.442156,0.0013569,
5117.707267,1.442105,0.001357447,
5119.017149,1.442053,0.001357994,
5120.327701,1.442002,0.001358539,
5121.638924,1.44195,0.001359082,
5122.95082,1.441898,0.001359624,
5124.263387,1.441846,0.001360165,
5125.576627,1.441793,0.001360705,
5126.890541,1.441741,0.001361243,
5128.205128,1.441688,0.00136178,
5129.52039,1.441635,0.001362316,
5130.836326,1.441582,0.00136285,
5132.152938,1.441528,0.001363383,
5133.470226,1.441474,0.001363914,
5134.78819,1.441421,0.001364444,
5136.106831,1.441366,0.001364973,
5137.426149,1.441312,0.0013655,
5138.746146,1.441258,0.001366027,
5140.066821,1.441203,0.001366551,
5141.388175,1.441148,0.001367075,
5142.710208,1.441093,0.001367597,
5144.032922,1.441037,0.001368118,
5145.356316,1.440982,0.001368637,
5146.680391,1.440926,0.001369155,
5148.005148,1.44087,0.001369672,
5149.330587,1.440814,0.001370187,
5150.656709,1.440757,0.001370702,
5151.983514,1.4407,0.001371214,
5153.311002,1.440643,0.001371726,
5154.639175,1.440586,0.001372236,
5155.968033,1.440529,0.001372745,
5157.297576,1.440471,0.001373253,
5158.627805,1.440413,0.001373759,
5159.95872,1.440355,0.001374264,
5161.290323,1.440296,0.001374768,
5162.622612,1.440238,0.00137527,
5163.95559,1.440179,0.001375772,
5165.289256,1.440119,0.001376272,
5166.623611,1.44006,0.00137677,
5167.958656,1.44,0.001377268,
5169.294391,1.43994,0.001377764,
5170.630817,1.43988,0.001378259,
5171.967934,1.43982,0.001378753,
5173.305742,1.439759,0.001379246,
5174.644243,1.439698,0.001379737,
5175.983437,1.439637,0.001380227,
5177.323324,1.439575,0.001380717,
5178.663905,1.439514,0.001381205,
5180.00518,1.439452,0.001381691,
5181.34715,1.439389,0.001382177,
5182.689816,1.439327,0.001382662,
5184.033178,1.439264,0.001383146,
5185.377236,1.439201,0.001383628,
5186.721992,1.439137,0.00138411,
5188.067445,1.439074,0.00138459,
5189.413596,1.43901,0.00138507,
5190.760446,1.438945,0.001385549,
5192.107996,1.438881,0.001386026,
5193.456245,1.438816,0.001386503,
5194.805195,1.438751,0.001386979,
5196.154845,1.438685,0.001387454,
5197.505198,1.43862,0.001387929,
5198.856252,1.438554,0.001388403,
5200.208008,1.438487,0.001388876,
5201.560468,1.438421,0.001389348,
5202.913632,1.438354,0.00138982,
5204.267499,1.438286,0.001390291,
5205.622072,1.438219,0.001390762,
5206.97735,1.438151,0.001391233,
5208.333333,1.438083,0.001391703,
5209.690023,1.438014,0.001392173,
5211.047421,1.437945,0.001392643,
5212.405525,1.437876,0.001393112,
5213.764338,1.437806,0.001393582,
5215.123859,1.437737,0.001394051,
5216.48409,1.437666,0.001394521,
5217.84503,1.437596,0.001394991,
5219.206681,1.437525,0.001395462,
5220.569042,1.437454,0.001395933,
5221.932115,1.437382,0.001396404,
5223.2959,1.43731,0.001396877,
5224.660397,1.437238,0.00139735,
5226.025608,1.437165,0.001397824,
5227.391532,1.437092,0.001398299,
5228.75817,1.437019,0.001398776,
5230.125523,1.436945,0.001399254,
5231.493591,1.436871,0.001399734,
5232.862376,1.436797,0.001400215,
5234.231876,1.436722,0.001400699,
5235.602094,1.436647,0.001401185,
5236.97303,1.436571,0.001401674,
5238.344683,1.436495,0.001402165,
5239.717055,1.436419,0.00140266,
5241.090147,1.436342,0.001403157,
5242.463958,1.436265,0.001403658,
5243.83849,1.436187,0.001404164,
5245.213742,1.436109,0.001404673,
5246.589717,1.436031,0.001405187,
5247.966413,1.435952,0.001405705,
5249.343832,1.435873,0.001406229,
5250.721974,1.435793,0.001406758,
5252.10084,1.435713,0.001407294,
5253.480431,1.435632,0.001407836,
5254.860746,1.435551,0.001408385,
5256.241787,1.43547,0.001408941,
5257.623554,1.435388,0.001409505,
5259.006048,1.435306,0.001410077,
5260.389269,1.435223,0.001410659,
5261.773218,1.43514,0.00141125,
5263.157895,1.435056,0.001411851,
5264.543301,1.434972,0.001412463,
5265.929437,1.434888,0.001413086,
5267.316302,1.434803,0.001413721,
5268.703899,1.434717,0.001414369,
5270.092227,1.434631,0.001415031,
5271.481286,1.434545,0.001415708,
5272.871078,1.434458,0.001416399,
5274.261603,1.43437,0.001417107,
5275.652862,1.434282,0.001417831,
5277.044855,1.434194,0.001418574,
5278.437582,1.434105,0.001419336,
5279.831045,1.434015,0.001420117,
5281.225244,1.433925,0.00142092,
5282.62018,1.433835,0.001421746,
5284.015852,1.433744,0.001422594,
5285.412262,1.433652,0.001423467,
5286.809411,1.43356,0.001424366,
5288.207298,1.433467,0.001425293,
5289.605924,1.433374,0.001426248,
5291.005291,1.43328,0.001427233,
5292.405398,1.433186,0.00142825,
5293.806247,1.433091,0.0014293,
5295.207837,1.432995,0.001430385,
5296.610169,1.432899,0.001431506,
5298.013245,1.432802,0.001432665,
5299.417064,1.432705,0.001433865,
5300.821627,1.432607,0.001435105,
5302.226935,1.432509,0.001436391,
5303.632989,1.432409,0.001437721,
5305.039788,1.43231,0.0014391,
5306.447334,1.432209,0.001440529,
5307.855626,1.432108,0.00144201,
5309.264667,1.432007,0.001443545,
5310.674456,1.431904,0.001445138,
5312.084993,1.431801,0.001446789,
5313.496281,1.431698,0.001448502,
5314.908318,1.431593,0.00145028,
5316.321106,1.431488,0.001452125,
5317.734645,1.431383,0.00145404,
5319.148936,1.431277,0.001456027,
5320.56398,1.43117,0.00145809,
5321.979776,1.431062,0.001460232,
5323.396327,1.430953,0.001462455,
5324.813632,1.430844,0.001464763,
5326.231691,1.430734,0.001467159,
5327.650506,1.430624,0.001469646,
5329.070077,1.430513,0.001472228,
5330.490405,1.430401,0.001474908,
5331.91149,1.430288,0.00147769,
5333.333333,1.430174,0.001480577,
5334.755935,1.43006,0.001483574,
5336.179296,1.429945,0.001486683,
5337.603416,1.429829,0.001489909,
5339.028297,1.429713,0.001493256,
5340.453939,1.429595,0.001496727,
5341.880342,1.429477,0.001500328,
5343.307507,1.429358,0.001504061,
5344.735436,1.429238,0.001507933,
5346.164127,1.429118,0.001511944,
5347.593583,1.428996,0.001516104,
5349.023803,1.428874,0.001520412,
5350.454789,1.428751,0.001524875,
5351.88654,1.428627,0.0015295,
5353.319058,1.428502,0.001534287,
5354.752343,1.428376,0.001539243,
5356.186395,1.42825,0.001544372,
5357.621216,1.428123,0.00154968,
5359.056806,1.427994,0.001555171,
5360.493165,1.427865,0.001560852,
5361.930295,1.427735,0.001566724,
5363.368195,1.427604,0.001572793,
5364.806867,1.427472,0.001579066,
5366.246311,1.42734,0.001585546,
5367.686527,1.427206,0.001592238,
5369.127517,1.427071,0.001599147,
5370.56928,1.426936,0.001606279,
5372.011818,1.426799,0.001613639,
5373.455132,1.426662,0.001621232,
5374.899221,1.426524,0.001629061,
5376.344086,1.426384,0.001637133,
5377.789728,1.426244,0.001645452,
5379.236148,1.426103,0.001654023,
5380.683347,1.425961,0.001662848,
5382.131324,1.425818,0.001671937,
5383.580081,1.425673,0.001681292,
5385.029618,1.425528,0.001690917,
5386.479935,1.425382,0.001700817,
5387.931034,1.425235,0.001710994,
5389.382916,1.425087,0.001721457,
5390.83558,1.424938,0.001732208,
5392.289027,1.424787,0.001743251,
5393.743258,1.424636,0.00175459,
5395.198274,1.424484,0.001766229,
5396.654074,1.42433,0.001778168,
5398.110661,1.424176,0.001790417,
5399.568035,1.424021,0.001802977,
5401.026195,1.423864,0.00181585,
5402.485143,1.423707,0.001829039,
5403.94488,1.423548,0.001842548,
5405.405405,1.423388,0.001856379,
5406.866721,1.423227,0.001870534,
5408.328826,1.423065,0.001885016,
5409.791723,1.422902,0.001899826,
5411.255411,1.422738,0.001914967,
5412.719892,1.422573,0.00193044,
5414.185165,1.422407,0.001946246,
5415.651232,1.422239,0.001962386,
5417.118093,1.422071,0.001978861,
5418.585749,1.421901,0.001995676,
5420.054201,1.42173,0.002012822,
5421.523448,1.421558,0.002030303,
5422.993492,1.421384,0.00204812,
5424.464334,1.42121,0.002066275,
5425.935974,1.421034,0.00208476,
5427.408412,1.420857,0.002103581,
5428.88165,1.420679,0.002122728,
5430.355688,1.4205,0.002142208,
5431.830527,1.42032,0.00216201,
5433.306167,1.420138,0.002182141,
5434.782609,1.419955,0.002202586,
5436.259853,1.419771,0.002223355,
5437.737901,1.419585,0.002244438,
5439.216753,1.419398,0.00226583,
5440.696409,1.41921,0.002287528,
5442.176871,1.419021,0.002309528,
5443.658138,1.41883,0.002331823,
5445.140212,1.418638,0.002354409,
5446.623094,1.418444,0.00237728,
5448.106783,1.41825,0.002400429,
5449.591281,1.418053,0.002423858,
5451.076588,1.417856,0.002447547,
5452.562704,1.417657,0.002471501,
5454.049632,1.417456,0.002495701,
5455.53737,1.417254,0.002520152,
5457.025921,1.417051,0.002544832,
5458.515284,1.416846,0.002569747,
5460.00546,1.416639,0.002594882,
5461.49645,1.416431,0.002620228,
5462.988255,1.416221,0.002645776,
5464.480874,1.41601,0.002671517,
5465.97431,1.415797,0.002697441,
5467.468562,1.415583,0.002723545,
5468.963631,1.415366,0.002749807,
5470.459519,1.415148,0.002776221,
5471.956224,1.414929,0.002802786,
5473.453749,1.414707,0.002829484,
5474.952094,1.414484,0.002856297,
5476.45126,1.414259,0.002883228,
5477.951246,1.414032,0.00291026,
5479.452055,1.413803,0.002937382,
5480.953686,1.413572,0.002964583,
5482.45614,1.413339,0.002991858,
5483.959419,1.413104,0.003019184,
5485.463522,1.412867,0.003046562,
5486.96845,1.412628,0.003073968,
5488.474204,1.412387,0.003101405,
5489.980785,1.412143,0.003128855,
5491.488193,1.411897,0.003156309,
5492.99643,1.411649,0.003183754,
5494.505495,1.411399,0.003211181,
5496.015389,1.411146,0.00323858,
5497.526113,1.410891,0.003265948,
5499.037668,1.410633,0.003293261,
5500.550055,1.410372,0.003320525,
5502.063274,1.410109,0.003347723,
5503.577325,1.409843,0.003374847,
5505.09221,1.409574,0.003401889,
5506.60793,1.409303,0.003428841,
5508.124484,1.409028,0.003455703,
5509.641873,1.40875,0.003482455,
5511.160099,1.40847,0.003509105,
5512.679162,1.408186,0.00353564,
5514.199063,1.407899,0.003562056,
5515.719801,1.407609,0.003588349,
5517.241379,1.407315,0.003614517,
5518.763797,1.407018,0.003640555,
5520.287055,1.406717,0.003666471,
5521.811154,1.406412,0.003692256,
5523.336095,1.406104,0.003717905,
5524.861878,1.405792,0.003743431,
5526.388505,1.405476,0.003768838,
5527.915976,1.405156,0.003794115,
5529.444291,1.404832,0.003819275,
5530.973451,1.404503,0.003844328,
5532.503458,1.40417,0.003869277,
5534.034311,1.403833,0.003894129,
5535.566012,1.403491,0.003918894,
5537.09856,1.403144,0.003943583,
5538.631958,1.402792,0.003968215,
5540.166205,1.402436,0.003992793,
5541.701302,1.402074,0.004017343,
5543.237251,1.401707,0.004041878,
5544.77405,1.401335,0.004066422,
5546.311703,1.400957,0.004090985,
5547.850208,1.400573,0.0041156,
5549.389567,1.400184,0.004140281,
5550.929781,1.399789,0.004165065,
5552.47085,1.399387,0.004189976,
5554.012774,1.39898,0.004215049,
5555.555556,1.398566,0.004240306,
5557.099194,1.398145,0.004265792,
5558.643691,1.397717,0.00429154,
5560.189046,1.397283,0.004317587,
5561.735261,1.396842,0.004343976,
5563.282337,1.396393,0.004370757,
5564.830273,1.395937,0.004397963,
5566.37907,1.395473,0.004425657,
5567.928731,1.395001,0.004453889,
5569.479254,1.394521,0.004482701,
5571.030641,1.394033,0.004512156,
5572.582892,1.393536,0.00454232,
5574.136009,1.393031,0.004573249,
5575.689992,1.392516,0.004605007,
5577.244841,1.391993,0.00463767,
5578.800558,1.39146,0.004671293,
5580.357143,1.390917,0.004705967,
5581.914597,1.390365,0.004741758,
5583.47292,1.389802,0.004778757,
5585.032114,1.389229,0.004817027,
5586.592179,1.388645,0.004856674,
5588.153115,1.38805,0.004897776,
5589.714925,1.387444,0.004940425,
5591.277607,1.386826,0.004984727,
5592.841163,1.386197,0.005030759,
5594.405594,1.385555,0.005078644,
5595.970901,1.384901,0.005128489,
5597.537084,1.384234,0.005180375,
5599.104143,1.383553,0.005234439,
5600.672081,1.382859,0.005290783,
5602.240896,1.382151,0.005349522,
5603.810591,1.381429,0.005410778,
5605.381166,1.380692,0.005474687,
5606.952621,1.37994,0.005541362,
5608.524958,1.379172,0.005610932,
5610.098177,1.378388,0.005683526,
5611.672278,1.377587,0.0057593,
5613.247264,1.37677,0.005838372,
5614.823133,1.375935,0.005920883,
5616.399888,1.375081,0.006006997,
5617.977528,1.374209,0.006096815,
5619.556055,1.373318,0.006190554,
5621.135469,1.372407,0.006288296,
5622.715772,1.371475,0.006390217,
5624.296963,1.370522,0.006496498,
5625.879044,1.369547,0.006607275,
5627.462015,1.368549,0.006722736,
5629.045877,1.367527,0.006842991,
5630.630631,1.366481,0.006968268,
5632.216277,1.365409,0.007098744,
5633.802817,1.364311,0.007234535,
5635.390251,1.363185,0.007375894,
5636.978579,1.362031,0.007522985,
5638.567804,1.360846,0.007676053,
5640.157924,1.35963,0.007835247,
5641.748942,1.358381,0.008000884,
5643.340858,1.357098,0.008173237,
5644.933672,1.355778,0.008352517,
5646.527386,1.354421,0.008539149,
5648.121999,1.353023,0.008733477,
5649.717514,1.351583,0.008936001,
5651.31393,1.350098,0.009147205,
5652.911249,1.348566,0.009367717,
5654.509471,1.346984,0.009598288,
5656.108597,1.345349,0.00983988,
5657.708628,1.343657,0.010093521,
5659.309564,1.341904,0.010360522,
5660.911407,1.340087,0.010642529,
5662.514156,1.338201,0.010941378,
5664.117814,1.336241,0.01125943,
5665.72238,1.334203,0.011599264,
5667.327855,1.332081,0.011964304,
5668.93424,1.329869,0.012358445,
5670.541537,1.327561,0.012786072,
5672.149745,1.325151,0.013252784,
5673.758865,1.322632,0.013764913,
5675.368899,1.319999,0.014329542,
5676.979847,1.317242,0.014955425,
5678.591709,1.314356,0.015652351,
5680.204487,1.311335,0.016431101,
5681.818182,1.30817,0.017304887,
5683.432793,1.304857,0.018287311,
5685.048323,1.30139,0.019394726,
5686.664771,1.297766,0.020644524,
5688.282139,1.29398,0.022056092,
5689.900427,1.290031,0.023651001,
5691.519636,1.28592,0.025451841,
5693.139767,1.281649,0.027483695,
5694.76082,1.277222,0.029772239,
5696.382797,1.272649,0.032344862,
5698.005698,1.267939,0.035230712,
5699.629524,1.263109,0.038458314,
5701.254276,1.258177,0.04205702,
5702.879954,1.253166,0.046056929,
5704.50656,1.248104,0.050485463,
5706.134094,1.243024,0.055369327,
5707.762557,1.237962,0.060734296,
5709.39195,1.232961,0.066600621,
5711.022273,1.228066,0.072987344,
5712.653528,1.22333,0.079905816,
5714.285714,1.218805,0.087363131,
5715.918834,1.214548,0.095361991,
5717.552887,1.210619,0.10389435,
5719.187875,1.207076,0.112948532,
5720.823799,1.203981,0.122500741,
5722.460658,1.20139,0.132521146,
5724.098454,1.199358,0.142974624,
5725.737189,1.197936,0.153813763,
5727.376861,1.197168,0.164989563,
5729.017474,1.197093,0.176442129,
5730.659026,1.197741,0.188109756,
5732.301519,1.199135,0.199930611,
5733.944954,1.201288,0.211835804,
5735.589332,1.204206,0.223762102,
5737.234653,1.207887,0.235642067,
5738.880918,1.212321,0.247413845,
5740.528129,1.217492,0.259022093,
5742.176285,1.223379,0.270410427,
5743.825388,1.229957,0.281532866,
5745.475438,1.237199,0.292343204,
5747.126437,1.245075,0.302805401,
5748.778385,1.253554,0.312882985,
5750.431282,1.262607,0.32254613,
5752.085131,1.272206,0.331770452,
5753.739931,1.282321,0.340529609,
5755.395683,1.292928,0.348803172,
5757.052389,1.304,0.356567576,
5758.710049,1.315515,0.363803206,
5760.368664,1.327448,0.370486497,
5762.028234,1.339774,0.37659495,
5763.688761,1.352472,0.382106218,
5765.350245,1.365518,0.386995153,
5767.012687,1.378876,0.391233738,
5768.676089,1.392528,0.394798332,
5770.34045,1.406431,0.397660175,
5772.005772,1.42055,0.399793088,
5773.672055,1.434843,0.401172046,
5775.339301,1.449271,0.401774069,
5777.00751,1.463775,0.401578135,
5778.676683,1.478307,0.400567431,
5780.346821,1.492809,0.398729032,
5782.017924,1.50722,0.396055825,
5783.689994,1.521475,0.392546276,
5785.363032,1.535513,0.388203947,
5787.037037,1.549269,0.383039533,
5788.712012,1.562675,0.377072034,
5790.387956,1.575667,0.370326418,
5792.064871,1.588184,0.362832631,
5793.742758,1.600164,0.354630556,
5795.421617,1.611554,0.345762705,
5797.101449,1.622303,0.3362791,
5798.782256,1.632361,0.326237435,
5800.464037,1.641688,0.315697958,
5802.146794,1.650252,0.304722109,
5803.830528,1.658023,0.293379356,
5805.515239,1.664982,0.281736186,
5807.200929,1.671115,0.269865745,
5808.887598,1.676417,0.257836194,
5810.575247,1.680889,0.245718011,
5812.263877,1.684538,0.23358329,
5813.953488,1.687378,0.22149927,
5815.644083,1.689433,0.209527616,
5817.33566,1.69073,0.197732082,
5819.028222,1.6913,0.186166864,
5820.721769,1.691182,0.174884378,
5822.416303,1.690417,0.163934502,
5824.111823,1.689051,0.15335899,
5825.808331,1.687132,0.143191623,
5827.505828,1.68471,0.133462955,
5829.204314,1.681836,0.124199753,
5830.90379,1.678564,0.115418564,
5832.604258,1.674946,0.107134347,
5834.305718,1.671032,0.099352605,
5836.00817,1.666873,0.092077266,
5837.711617,1.662519,0.085303891,
5839.416058,1.658014,0.079026742,
5841.121495,1.653403,0.073233024,
5842.827929,1.648726,0.067909118,
5844.535359,1.644018,0.063034715,
5846.243788,1.639317,0.058592567,
5847.953216,1.634649,0.054557855,
5849.663644,1.630042,0.050906537,
5851.375073,1.625519,0.047614213,
5853.087504,1.621097,0.044654299,
5854.800937,1.616795,0.042001466,
5856.515373,1.612622,0.039629309,
5858.230814,1.60859,0.037512648,
5859.94726,1.604704,0.035627517,
5861.664713,1.60097,0.033950086,
5863.383172,1.597388,0.032458579,
5865.102639,1.59396,0.031131876,
5866.823115,1.590684,0.029950972,
5868.544601,1.587555,0.028897814,
5870.267097,1.584571,0.027956204,
5871.990605,1.581728,0.027111645,
5873.715125,1.579017,0.026350727,
5875.440658,1.576435,0.025661841,
5877.167205,1.573974,0.025034408,
5878.894768,1.571628,0.024459291,
5880.623346,1.56939,0.023928644,
5882.352941,1.567253,0.023435441,
5884.083554,1.565212,0.022973869,
5885.815185,1.56326,0.02253877,
5887.547836,1.561391,0.02212597,
5889.281508,1.559598,0.021731704,
5891.0162,1.557878,0.021353252,
5892.751915,1.556224,0.020987894,
5894.488653,1.554633,0.02063378,
5896.226415,1.5531,0.020289198,
5897.965202,1.55162,0.019952914,
5899.705015,1.550191,0.019623816,
5901.445854,1.548808,0.019301165,
5903.187721,1.547468,0.018984195,
5904.930617,1.54617,0.018672649,
5906.674542,1.544909,0.018365969,
5908.419498,1.543683,0.018064048,
5910.165485,1.542491,0.01776665,
5911.912504,1.541331,0.017473733,
5913.660556,1.5402,0.017185172,
5915.409642,1.539097,0.016900945,
5917.159763,1.53802,0.016621115,
5918.91092,1.536968,0.01634564,
5920.663114,1.53594,0.016074551,
5922.416346,1.534934,0.015807948,
5924.170616,1.533949,0.015545812,
5925.925926,1.532985,0.015288242,
5927.682276,1.532041,0.015035164,
5929.439668,1.531115,0.014786727,
5931.198102,1.530207,0.014542959,
5932.957579,1.529316,0.014303829,
5934.718101,1.528442,0.014069357,
5936.479668,1.527583,0.013839553,
