nm,n,k,
5938.24228,1.52674,0.013614471,
5940.00594,1.525912,0.013394057,
5941.770648,1.525098,0.0131783,
5943.536404,1.524298,0.012967231,
5945.30321,1.523512,0.012760776,
5947.071067,1.522738,0.012558905,
5948.839976,1.521978,0.012361626,
5950.609938,1.521229,0.012168849,
5952.380952,1.520493,0.011980528,
5954.153022,1.519768,0.011796608,
5955.926147,1.519055,0.01161707,
5957.700328,1.518353,0.011441812,
5959.475566,1.517661,0.011270802,
5961.251863,1.51698,0.011103896,
5963.029219,1.51631,0.010941092,
5964.807635,1.51565,0.010782276,
5966.587112,1.514999,0.010627402,
5968.367651,1.514359,0.010476351,
5970.149254,1.513728,0.010329039,
5971.93192,1.513106,0.010185379,
5973.715651,1.512493,0.010045314,
5975.500448,1.511889,0.009908723,
5977.286312,1.511294,0.009775514,
5979.073244,1.510707,0.009645598,
5980.861244,1.510129,0.009518909,
5982.650314,1.509559,0.009395328,
5984.440455,1.508996,0.009274762,
5986.231667,1.508442,0.009157144,
5988.023952,1.507896,0.009042359,
5989.817311,1.507357,0.008930313,
5991.611744,1.506826,0.008820918,
5993.407252,1.506301,0.008714085,
5995.203837,1.505784,0.008609748,
5997.001499,1.505274,0.008507797,
5998.80024,1.504771,0.008408146,
6000.60006,1.504274,0.008310733,
6002.40096,1.503784,0.008215453,
6004.202942,1.503301,0.008122207,
6006.006006,1.502824,0.008030974,
6007.810153,1.502352,0.007941619,
6009.615385,1.501887,0.007854104,
6011.421701,1.501428,0.007768319,
6013.229104,1.500975,0.00768423,
6015.037594,1.500527,0.007601766,
6016.847172,1.500085,0.007520826,
6018.657839,1.499648,0.007441379,
6020.469597,1.499216,0.007363345,
6022.282445,1.49879,0.007286665,
6024.096386,1.498368,0.007211279,
6025.911419,1.497952,0.007137147,
6027.727547,1.49754,0.007064185,
6029.544769,1.497133,0.006992371,
6031.363088,1.49673,0.00692164,
6033.182504,1.496332,0.006851959,
6035.003018,1.495938,0.006783255,
6036.82463,1.495549,0.006715513,
6038.647343,1.495163,0.006648677,
6040.471157,1.494782,0.006582709,
6042.296073,1.494404,0.006517572,
6044.122091,1.49403,0.006453232,
6045.949214,1.49366,0.006389669,
6047.777442,1.493294,0.00632684,
6049.606776,1.492931,0.006264717,
6051.437216,1.492571,0.006203273,
6053.268765,1.492214,0.006142485,
6055.101423,1.491861,0.006082331,
6056.935191,1.49151,0.006022806,
6058.77007,1.491163,0.00596388,
6060.606061,1.490818,0.005905527,
6062.443165,1.490476,0.005847761,
6064.281383,1.490137,0.005790574,
6066.120716,1.4898,0.005733937,
6067.961165,1.489466,0.005677863,
6069.802731,1.489134,0.005622365,
6071.645416,1.488804,0.00556744,
6073.48922,1.488476,0.005513101,
6075.334143,1.48815,0.005459365,
6077.180188,1.487826,0.005406256,
6079.027356,1.487504,0.005353804,
6080.875646,1.487184,0.005302048,
6082.725061,1.486865,0.005251041,
6084.575601,1.486547,0.005200818,
6086.427267,1.486231,0.00515146,
6088.280061,1.485916,0.005103029,
6090.133983,1.485602,0.005055609,
6091.989034,1.485289,0.005009292,
6093.845216,1.484977,0.004964184,
6095.70253,1.484666,0.00492041,
6097.560976,1.484356,0.00487808,
6099.420555,1.484046,0.004837345,
6101.281269,1.483737,0.004798365,
6103.143119,1.483429,0.004761296,
6105.006105,1.483121,0.004726306,
6106.870229,1.482814,0.004693594,
6108.735492,1.482508,0.004663348,
6110.601894,1.482202,0.004635765,
6112.469438,1.481898,0.004611052,
6114.338123,1.481594,0.004589413,
6116.207951,1.481291,0.004571059,
6118.078923,1.480989,0.004556181,
6119.95104,1.480689,0.004544976,
6121.824304,1.48039,0.004537622,
6123.698714,1.480093,0.004534279,
6125.574273,1.479798,0.004535086,
6127.45098,1.479506,0.004540156,
6129.328838,1.479217,0.004549563,
6131.207848,1.47893,0.00456335,
6133.08801,1.478648,0.004581514,
6134.969325,1.478369,0.004604007,
6136.851795,1.478095,0.004630731,
6138.735421,1.477826,0.004661519,
6140.620203,1.477562,0.004696161,
6142.506143,1.477304,0.00473438,
6144.393241,1.477053,0.004775837,
6146.2815,1.476807,0.004820133,
6148.170919,1.476569,0.004866805,
6150.061501,1.476339,0.004915324,
6151.953245,1.476116,0.004965134,
6153.846154,1.475901,0.005015603,
6155.740228,1.475693,0.005066061,
6157.635468,1.475494,0.005115806,
6159.531876,1.475303,0.005164106,
6161.429452,1.47512,0.005210205,
6163.328197,1.474945,0.005253368,
6165.228113,1.474778,0.005292834,
6167.129201,1.474618,0.005327871,
6169.031462,1.474464,0.005357773,
6170.934897,1.474317,0.005381873,
6172.839506,1.474176,0.005399566,
6174.745292,1.47404,0.005410297,
6176.652254,1.473908,0.005413588,
6178.560395,1.473779,0.005409041,
6180.469716,1.473654,0.005396353,
6182.380216,1.47353,0.005375305,
6184.291899,1.473407,0.005345785,
6186.204763,1.473284,0.005307781,
6188.118812,1.473159,0.005261384,
6190.034045,1.473033,0.005206785,
6191.950464,1.472905,0.005144276,
6193.868071,1.472772,0.00507424,
6195.786865,1.472636,0.004997151,
6197.706848,1.472494,0.004913545,
6199.628022,1.472347,0.004824081,
6201.550388,1.472193,0.004729429,
6203.473945,1.472032,0.004630328,
6205.398697,1.471864,0.004527537,
6207.324643,1.471689,0.004421906,
6209.251785,1.471506,0.00431422,
6211.180124,1.471315,0.004205358,
6213.109661,1.471115,0.004096107,
6215.040398,1.470908,0.003987333,
6216.972334,1.470693,0.003879788,
6218.905473,1.470471,0.003774263,
6220.839813,1.470241,0.003671491,
6222.775358,1.470004,0.003572162,
6224.712107,1.46976,0.003476919,
6226.650062,1.46951,0.003386353,
6228.589225,1.469254,0.003301004,
6230.529595,1.468993,0.003221341,
6232.471175,1.468727,0.003147825,
6234.413965,1.468457,0.003080799,
6236.357967,1.468183,0.003020608,
6238.303182,1.467906,0.002967492,
6240.24961,1.467627,0.002921676,
6242.197253,1.467346,0.002883318,
6244.146113,1.467063,0.002852531,
6246.09619,1.46678,0.002829377,
6248.047485,1.466497,0.00281387,
6250,1.466215,0.002805987,
6251.953736,1.465934,0.002805652,
6253.908693,1.465655,0.002812749,
6255.864873,1.465378,0.002827121,
6257.822278,1.465103,0.002848565,
6259.780908,1.464833,0.002876833,
6261.740764,1.464566,0.002911639,
6263.701848,1.464304,0.002952659,
6265.66416,1.464047,0.002999501,
6267.627703,1.463795,0.003051764,
6269.592476,1.46355,0.003108979,
6271.558482,1.46331,0.00317064,
6273.525721,1.463077,0.003236203,
6275.494195,1.462852,0.003305082,
6277.463905,1.462633,0.00337667,
6279.434851,1.462422,0.003450284,
6281.407035,1.462219,0.003525267,
6283.380459,1.462023,0.003600894,
6285.355123,1.461836,0.003676436,
6287.331028,1.461656,0.003751149,
6289.308176,1.461483,0.003824301,
6291.286568,1.461318,0.003895129,
6293.266205,1.461161,0.003962883,
6295.247088,1.46101,0.004026885,
6297.229219,1.460865,0.004086407,
6299.212598,1.460727,0.004140808,
6301.197227,1.460593,0.004189492,
6303.183107,1.460465,0.004231896,
6305.17024,1.460341,0.004267533,
6307.158625,1.460219,0.004295986,
6309.148265,1.4601,0.004316923,
6311.139161,1.459983,0.004330083,
6313.131313,1.459867,0.004335311,
6315.124724,1.45975,0.004332538,
6317.119394,1.459632,0.004321795,
6319.115324,1.459512,0.00430322,
6321.112516,1.459389,0.004277039,
6323.110971,1.459262,0.004243592,
6325.110689,1.45913,0.004203312,
6327.111674,1.458993,0.004156719,
6329.113924,1.45885,0.004104441,
6331.117442,1.458699,0.004047184,
6333.122229,1.458541,0.003985733,
6335.128286,1.458375,0.003920944,
6337.135615,1.4582,0.003853719,
6339.144216,1.458016,0.003785043,
6341.15409,1.457824,0.003715925,
6343.165239,1.457621,0.003647396,
6345.177665,1.45741,0.00358053,
6347.191368,1.457189,0.003516396,
6349.206349,1.45696,0.003456055,
6351.22261,1.456722,0.003400539,
6353.240152,1.456475,0.00335087,
6355.258977,1.456222,0.00330801,
6357.279085,1.455961,0.003272862,
6359.300477,1.455694,0.00324625,
6361.323155,1.455423,0.003228922,
6363.347121,1.455147,0.00322152,
6365.372374,1.454868,0.003224575,
6367.398918,1.454588,0.003238491,
6369.426752,1.454307,0.003263537,
6371.455878,1.454026,0.003299846,
6373.486297,1.453748,0.003347385,
6375.518011,1.453473,0.003405967,
6377.55102,1.453202,0.003475257,
6379.585327,1.452938,0.003554714,
6381.620932,1.452681,0.003643707,
6383.657836,1.452432,0.00374135,
6385.696041,1.452193,0.003846687,
6387.735548,1.451964,0.003958565,
6389.776358,1.451746,0.004075715,
6391.818472,1.45154,0.004196775,
6393.861893,1.451346,0.004320243,
6395.90662,1.451165,0.004444584,
6397.952655,1.450997,0.004568163,
6400,1.450842,0.004689343,
6402.048656,1.450699,0.004806508,
6404.098623,1.450568,0.004918006,
6406.149904,1.450448,0.005022349,
6408.202499,1.450338,0.005118013,
6410.25641,1.450238,0.005203687,
6412.311638,1.450145,0.005278157,
6414.368185,1.450059,0.005340365,
6416.426051,1.449978,0.005389458,
6418.485237,1.4499,0.005424791,
6420.545746,1.449823,0.005445939,
6422.607579,1.449745,0.005452701,
6424.670736,1.449666,0.005445117,
6426.735219,1.449582,0.005423467,
6428.801029,1.449492,0.005388263,
6430.868167,1.449395,0.005340254,
6432.936636,1.449288,0.005280407,
6435.006435,1.44917,0.005209884,
6437.077567,1.449041,0.00513,
6439.150032,1.448898,0.005042299,
6441.223833,1.448741,0.004948382,
6443.298969,1.448569,0.004850003,
6445.375443,1.448381,0.004748952,
6447.453256,1.448178,0.004647102,
6449.532409,1.447959,0.004546297,
6451.612903,1.447725,0.004448404,
6453.69474,1.447476,0.004355202,
6455.777921,1.447213,0.004268442,
6457.862448,1.446936,0.004189691,
6459.94832,1.446646,0.004120466,
6462.035541,1.446346,0.004062097,
6464.124111,1.446036,0.004015732,
6466.214032,1.445718,0.003982351,
6468.305304,1.445393,0.003962718,
6470.397929,1.445063,0.00395739,
6472.491909,1.44473,0.0039667,
6474.587245,1.444396,0.003990758,
6476.683938,1.444063,0.004029455,
6478.781989,1.443732,0.004082444,
6480.8814,1.443404,0.004149168,
6482.982172,1.443083,0.004228873,
6485.084306,1.442768,0.004320601,
6487.187804,1.442462,0.004423187,
6489.292667,1.442166,0.004535315,
6491.398896,1.44188,0.004655541,
6493.506494,1.441607,0.004782274,
6495.61546,1.441345,0.004913791,
6497.725796,1.441097,0.005048309,
6499.837504,1.440862,0.005184013,
6501.950585,1.44064,0.005319007,
6504.065041,1.44043,0.005451464,
6506.180872,1.440234,0.005579456,
6508.29808,1.440049,0.005701222,
6510.416667,1.439876,0.005815028,
6512.536633,1.439712,0.005919215,
6514.65798,1.439557,0.006012273,
6516.78071,1.439409,0.006092859,
6518.904824,1.439267,0.00615972,
6521.030323,1.439129,0.006211864,
6523.157208,1.438993,0.006248427,
6525.285481,1.438856,0.0062688,
6527.415144,1.438718,0.006272563,
6529.546197,1.438575,0.006259533,
6531.678641,1.438426,0.006229753,
6533.81248,1.438268,0.006183499,
6535.947712,1.4381,0.006121299,
6538.084341,1.437918,0.006043904,
6540.222368,1.437721,0.005952334,
6542.361793,1.437507,0.005847833,
6544.502618,1.437273,0.005731913,
6546.644845,1.437019,0.005606373,
6548.788474,1.436741,0.005473268,
6550.933508,1.436438,0.005334879,
6553.079948,1.43611,0.005193871,
6555.227794,1.435754,0.005053121,
6557.377049,1.435371,0.00491583,
6559.527714,1.43496,0.004785452,
6561.67979,1.43452,0.004665534,
6563.833279,1.434052,0.004559924,
6565.988181,1.433559,0.004472504,
6568.144499,1.433042,0.004407028,
6570.302234,1.432504,0.004367076,
6572.461387,1.431947,0.004355844,
6574.621959,1.431378,0.00437593,
6576.783953,1.430801,0.004429143,
6578.947368,1.43022,0.004516345,
6581.112208,1.429643,0.004637128,
6583.278473,1.429076,0.004789804,
6585.446164,1.428523,0.004971453,
6587.615283,1.427989,0.005177616,
6589.785832,1.427481,0.005402528,
6591.957811,1.426999,0.005639507,
6594.131223,1.426545,0.005881024,
6596.306069,1.426119,0.006119152,
6598.482349,1.425719,0.00634593,
6600.660066,1.425339,0.006554168,
6602.839221,1.424974,0.006737365,
6605.019815,1.424617,0.00689069,
6607.20185,1.424257,0.00701103,
6609.385327,1.423887,0.007097329,
6611.570248,1.423496,0.007150716,
6613.756614,1.423074,0.007174491,
6615.944426,1.422613,0.007174003,
6618.133686,1.422106,0.007156344,
6620.324396,1.421547,0.007130001,
6622.516556,1.420932,0.007104418,
6624.710169,1.42026,0.007089533,
6626.905235,1.419529,0.007095323,
6629.101757,1.418744,0.007131352,
6631.299735,1.417906,0.007206483,
6633.499171,1.417021,0.007328469,
6635.700066,1.416095,0.007503928,
6637.902423,1.415135,0.007738159,
6640.106242,1.414147,0.008035158,
6642.311524,1.413139,0.008397688,
6644.518272,1.412117,0.008827237,
6646.726487,1.411088,0.009324812,
6648.93617,1.410059,0.009889994,
6651.147323,1.409035,0.010522521,
6653.359947,1.408022,0.011220855,
6655.574043,1.407025,0.011983833,
6657.789614,1.406047,0.012809901,
6660.00666,1.405092,0.013697411,
6662.225183,1.404166,0.014644321,
6664.445185,1.403271,0.015649573,
6666.666667,1.40241,0.016710705,
6668.88963,1.401588,0.017826658,
6671.114076,1.400807,0.018994756,
6673.340007,1.400072,0.020213373,
6675.567423,1.399385,0.021480329,
6677.796327,1.398749,0.022793242,
6680.02672,1.398169,0.024149485,
6682.258603,1.397648,0.025546154,
6684.491979,1.397188,0.026980049,
6686.726847,1.396794,0.028447131,
6688.963211,1.396467,0.029944585,
6691.201071,1.396212,0.031467198,
6693.440428,1.396029,0.033011546,
6695.681286,1.395923,0.03457176,
6697.923644,1.395894,0.036143301,
6700.167504,1.395943,0.037720834,
6702.412869,1.396074,0.0392988,
6704.659739,1.396284,0.040871451,
6706.908115,1.396576,0.042432891,
6709.158001,1.396949,0.043977124,
6711.409396,1.397401,0.045498101,
6713.662303,1.397932,0.046989772,
6715.916723,1.39854,0.048445643,
6718.172657,1.399221,0.049860838,
6720.430108,1.399974,0.051229117,
6722.689076,1.400794,0.05254453,
6724.949563,1.401678,0.053802327,
6727.211571,1.402621,0.054998005,
6729.475101,1.403618,0.056126203,
6731.740155,1.404663,0.057183234,
6734.006734,1.405752,0.058165776,
6736.27484,1.406877,0.059070007,
6738.544474,1.408032,0.059893671,
6740.815639,1.409211,0.060634728,
6743.088334,1.410407,0.061291728,
6745.362563,1.411613,0.061863831,
6747.638327,1.412822,0.062350819,
6749.915626,1.414026,0.062753099,
6752.194463,1.415219,0.063071712,
6754.47484,1.416393,0.063308318,
6756.756757,1.417543,0.063465192,
6759.040216,1.418661,0.063545191,
6761.32522,1.419741,0.063551814,
6763.611769,1.420777,0.063489016,
6765.899865,1.421763,0.063361307,
6768.189509,1.422695,0.063173678,
6770.480704,1.423568,0.062931655,
6772.773451,1.424377,0.062640901,
6775.067751,1.425119,0.062307675,
6777.363606,1.42579,0.061938596,
6779.661017,1.426388,0.06154015,
6781.959986,1.426911,0.061119397,
6784.260516,1.427358,0.060683577,
6786.562606,1.427727,0.060239568,
6788.866259,1.42802,0.059794735,
6791.171477,1.428236,0.05935642,
6793.478261,1.428376,0.058931453,
6795.786612,1.428443,0.058526982,
6798.096533,1.428438,0.058149831,
6800.408024,1.428364,0.057806703,
6802.721088,1.428226,0.05750368,
6805.035726,1.428027,0.057246878,
6807.35194,1.427772,0.057041981,
6809.669731,1.427465,0.056894065,
6811.989101,1.427112,0.05680798,
6814.310051,1.426719,0.056788016,
6816.632584,1.426292,0.056837948,
6818.9567,1.425838,0.056961018,
6821.282401,1.425364,0.057159822,
6823.60969,1.424875,0.057436592,
6825.938567,1.42438,0.057792776,
6828.269034,1.423885,0.058229268,
6830.601093,1.423399,0.058746357,
6832.934745,1.422927,0.059343715,
6835.269993,1.422478,0.060020642,
6837.606838,1.422059,0.060775147,
6839.94528,1.421676,0.061605314,
6842.285323,1.421336,0.062508438,
6844.626968,1.421046,0.063481597,
6846.970216,1.420812,0.064520351,
6849.315068,1.420641,0.065620723,
6851.661528,1.420536,0.066778348,
6854.009596,1.420505,0.067987255,
6856.359273,1.420551,0.06924265,
6858.710562,1.420678,0.070538179,
6861.063465,1.420891,0.071867121,
6863.417982,1.421192,0.073223813,
6865.774116,1.421585,0.074601047,
6868.131868,1.422071,0.075991869,
6870.49124,1.422652,0.077389196,
6872.852234,1.423329,0.078785861,
6875.21485,1.424102,0.08017466,
6877.579092,1.424971,0.081548398,
6879.94496,1.425936,0.08290038,
6882.312457,1.426995,0.084222674,
6884.681583,1.428146,0.085508836,
6887.052342,1.429388,0.086752559,
6889.424733,1.430717,0.087946918,
6891.798759,1.43213,0.089085313,
6894.174423,1.433623,0.090162552,
6896.551724,1.435193,0.091172629,
6898.930666,1.436835,0.092110271,
6901.311249,1.438544,0.092970579,
6903.693476,1.440315,0.093749289,
6906.077348,1.442142,0.094441793,
6908.462867,1.44402,0.095044694,
6910.850035,1.445944,0.09555491,
6913.238852,1.447906,0.095969439,
6915.629322,1.449901,0.096285943,
6918.021446,1.451922,0.096502479,
6920.415225,1.453964,0.096617754,
6922.810661,1.456021,0.09663068,
6925.207756,1.458084,0.096540705,
6927.606512,1.460148,0.096347738,
6930.00693,1.462208,0.096051979,
6932.409012,1.464256,0.095654198,
6934.81276,1.466287,0.095155697,
6937.218176,1.468294,0.094557656,
6939.62526,1.470273,0.093862089,
6942.034016,1.472218,0.093070939,
6944.444444,1.474122,0.092187263,
6946.856547,1.475982,0.091213667,
6949.270327,1.477792,0.090152925,
6951.685784,1.479548,0.089008738,
6954.102921,1.481244,0.087784743,
6956.521739,1.482878,0.086484798,
6958.942241,1.484446,0.085112954,
6961.364427,1.485943,0.083673433,
6963.788301,1.487368,0.082170114,
6966.213863,1.488716,0.080607954,
6968.641115,1.489986,0.078991558,
6971.070059,1.491176,0.077325614,
6973.500697,1.492282,0.075614872,
6975.933031,1.493304,0.073864119,
6978.367062,1.494241,0.072077582,
6980.802792,1.495091,0.070260631,
6983.240223,1.495853,0.06841865,
6985.679357,1.496528,0.066554615,
6988.120196,1.497114,0.064675008,
6990.56274,1.497613,0.062783871,
6993.006993,1.498024,0.060885145,
6995.452956,1.498348,0.058983893,
6997.90063,1.498586,0.057084463,
7000.350018,1.498739,0.055191082,
7002.80112,1.498808,0.053307851,
7005.25394,1.498794,0.051438136,
7007.708479,1.4987,0.049586359,
7010.164739,1.498526,0.047756184,
7012.622721,1.498275,0.045951121,
7015.082427,1.497949,0.044173961,
7017.54386,1.49755,0.042429018,
7020.00702,1.49708,0.04071821,
7022.47191,1.496542,0.039044954,
7024.938532,1.495939,0.037411948,
7027.406887,1.495272,0.035821228,
