nm,n,k
4926.108374,3.417232136,2.67E-06
4930.966469,3.41723089,2.67E-06
4935.834156,3.417229644,2.67E-06
4940.711462,3.4172284,2.67E-06
4945.598417,3.417227157,2.67E-06
4950.49505,3.417225916,2.67E-06
4955.401388,3.417224675,2.67E-06
4960.31746,3.417223436,2.67E-06
4965.243297,3.417222198,2.67E-06
4970.178926,3.417220962,2.67E-06
4975.124378,3.417219726,2.67E-06
4980.079681,3.417218492,2.67E-06
4985.044865,3.417217259,2.67E-06
4990.01996,3.417216028,2.67E-06
4995.004995,3.417214797,2.67E-06
5000,3.417213568,2.67E-06
5005.005005,3.41721234,2.67E-06
5010.02004,3.417211113,2.67E-06
5015.045135,3.417209888,2.67E-06
5020.080321,3.417208664,2.67E-06
5025.125628,3.417207441,2.67E-06
5030.181087,3.417206219,2.67E-06
5035.246727,3.417204998,2.67E-06
5040.322581,3.417203779,2.67E-06
5045.408678,3.417202561,2.67E-06
5050.505051,3.417201344,2.67E-06
5055.611729,3.417200129,2.67E-06
5060.728745,3.417198914,2.67E-06
5065.85613,3.417197701,2.67E-06
5070.993915,3.417196489,2.67E-06
5076.142132,3.417195279,2.67E-06
5081.300813,3.417194069,2.67E-06
5086.46999,3.417192861,2.67E-06
5091.649695,3.417191654,2.67E-06
5096.839959,3.417190449,2.67E-06
5102.040816,3.417189244,2.67E-06
5107.252298,3.417188041,2.67E-06
5112.474438,3.417186839,2.67E-06
5117.707267,3.417185639,2.67E-06
5122.95082,3.417184439,2.67E-06
5128.205128,3.417183241,2.67E-06
5133.470226,3.417182044,2.67E-06
5138.746146,3.417180848,2.67E-06
5144.032922,3.417179654,2.67E-06
5149.330587,3.41717846,2.67E-06
5154.639175,3.417177268,2.67E-06
5159.95872,3.417176078,2.67E-06
5165.289256,3.417174888,2.67E-06
5170.630817,3.4171737,2.67E-06
5175.983437,3.417172513,2.67E-06
5181.34715,3.417171327,2.67E-06
5186.721992,3.417170142,2.67E-06
5192.107996,3.417168959,2.67E-06
5197.505198,3.417167777,2.67E-06
5202.913632,3.417166596,2.67E-06
5208.333333,3.417165417,2.67E-06
5213.764338,3.417164238,2.67E-06
5219.206681,3.417163061,2.67E-06
5224.660397,3.417161885,2.67E-06
5230.125523,3.41716071,2.67E-06
5235.602094,3.417159537,2.67E-06
5241.090147,3.417158365,2.67E-06
5246.589717,3.417157194,2.67E-06
5252.10084,3.417156024,2.67E-06
5257.623554,3.417154856,2.67E-06
5263.157895,3.417153688,2.67E-06
5268.703899,3.417152522,2.67E-06
5274.261603,3.417151358,2.67E-06
5279.831045,3.417150194,2.67E-06
5285.412262,3.417149032,2.67E-06
5291.005291,3.417147871,2.67E-06
5296.610169,3.417146711,2.67E-06
5302.226935,3.417145552,2.67E-06
5307.855626,3.417144395,2.67E-06
5313.496281,3.417143239,2.67E-06
5319.148936,3.417142084,2.67E-06
5324.813632,3.417140931,2.67E-06
5330.490405,3.417139778,2.67E-06
5336.179296,3.417138627,2.67E-06
5341.880342,3.417137477,2.67E-06
5347.593583,3.417136328,2.67E-06
5353.319058,3.417135181,2.67E-06
5359.056806,3.417134035,2.67E-06
5364.806867,3.41713289,2.67E-06
5370.56928,3.417131746,2.67E-06
5376.344086,3.417130604,2.67E-06
5382.131324,3.417129462,2.67E-06
5387.931034,3.417128322,2.67E-06
5393.743258,3.417127184,2.67E-06
5399.568035,3.417126046,2.67E-06
5405.405405,3.41712491,2.67E-06
5411.255411,3.417123775,2.67E-06
5417.118093,3.417122641,2.67E-06
5422.993492,3.417121508,2.67E-06
5428.88165,3.417120377,2.67E-06
5434.782609,3.417119247,2.67E-06
5440.696409,3.417118118,2.67E-06
5446.623094,3.41711699,2.67E-06
5452.562704,3.417115864,2.67E-06
5458.515284,3.417114739,2.67E-06
5464.480874,3.417113615,2.67E-06
5470.459519,3.417112492,2.67E-06
5476.45126,3.417111371,2.67E-06
5482.45614,3.417110251,2.67E-06
5488.474204,3.417109132,2.67E-06
5494.505495,3.417108014,2.67E-06
5500.550055,3.417106897,2.67E-06
5506.60793,3.417105782,2.67E-06
5512.679162,3.417104668,2.67E-06
5518.763797,3.417103555,2.67E-06
5524.861878,3.417102444,2.67E-06
5530.973451,3.417101334,2.67E-06
5537.09856,3.417100224,2.67E-06
5543.237251,3.417099117,2.67E-06
5549.389567,3.41709801,2.67E-06
5555.555556,3.417096905,2.67E-06
5561.735261,3.417095801,2.67E-06
5567.928731,3.417094698,2.67E-06
5574.136009,3.417093596,2.67E-06
5580.357143,3.417092496,2.67E-06
5586.592179,3.417091396,2.67E-06
5592.841163,3.417090298,2.67E-06
5599.104143,3.417089202,2.67E-06
5605.381166,3.417088106,2.67E-06
5611.672278,3.417087012,2.67E-06
5617.977528,3.417085919,2.67E-06
5624.296963,3.417084827,2.67E-06
5630.630631,3.417083737,2.67E-06
5636.978579,3.417082647,2.67E-06
5643.340858,3.417081559,2.67E-06
5649.717514,3.417080473,2.67E-06
5656.108597,3.417079387,2.67E-06
5662.514156,3.417078303,2.67E-06
5668.93424,3.41707722,2.67E-06
5675.368899,3.417076138,2.67E-06
5681.818182,3.417075057,2.67E-06
5688.282139,3.417073978,2.67E-06
5694.76082,3.417072899,2.67E-06
5701.254276,3.417071823,2.67E-06
5707.762557,3.417070747,2.67E-06
5714.285714,3.417069672,2.67E-06
5720.823799,3.417068599,2.67E-06
5727.376861,3.417067527,2.67E-06
5733.944954,3.417066456,2.67E-06
5740.528129,3.417065387,2.67E-06
5747.126437,3.417064319,2.67E-06
5753.739931,3.417063252,2.67E-06
5760.368664,3.417062186,2.67E-06
5767.012687,3.417061121,2.67E-06
5773.672055,3.417060058,2.67E-06
5780.346821,3.417058996,2.67E-06
5787.037037,3.417057935,2.67E-06
5793.742758,3.417056875,2.67E-06
5800.464037,3.417055817,2.67E-06
5807.200929,3.41705476,2.67E-06
5813.953488,3.417053704,2.67E-06
5820.721769,3.417052649,2.67E-06
5827.505828,3.417051596,2.67E-06
5834.305718,3.417050543,2.67E-06
5841.121495,3.417049492,2.67E-06
5847.953216,3.417048443,2.67E-06
5854.800937,3.417047394,2.67E-06
5861.664713,3.417046347,2.67E-06
5868.544601,3.417045301,2.67E-06
5875.440658,3.417044256,2.67E-06
5882.352941,3.417043212,2.67E-06
5889.281508,3.41704217,2.67E-06
5896.226415,3.417041129,2.67E-06
5903.187721,3.417040089,2.67E-06
5910.165485,3.41703905,2.67E-06
5917.159763,3.417038013,2.67E-06
5924.170616,3.417036977,2.67E-06
5931.198102,3.417035942,2.67E-06
5938.24228,3.417034908,2.67E-06
5945.30321,3.417033876,2.67E-06
5952.380952,3.417032845,2.67E-06
5959.475566,3.417031815,2.67E-06
5966.587112,3.417030786,2.67E-06
5973.715651,3.417029758,2.67E-06
5980.861244,3.417028732,2.67E-06
5988.023952,3.417027707,2.67E-06
5995.203837,3.417026683,2.67E-06
6002.40096,3.417025661,2.67E-06
6009.615385,3.417024639,2.67E-06
6016.847172,3.417023619,2.67E-06
6024.096386,3.4170226,2.67E-06
6031.363088,3.417021583,2.67E-06
6038.647343,3.417020566,2.67E-06
6045.949214,3.417019551,2.67E-06
6053.268765,3.417018537,2.67E-06
6060.606061,3.417017524,2.67E-06
6067.961165,3.417016513,2.67E-06
6075.334143,3.417015503,2.67E-06
6082.725061,3.417014494,2.67E-06
6090.133983,3.417013486,2.67E-06
6097.560976,3.417012479,2.67E-06
6105.006105,3.417011474,2.67E-06
6112.469438,3.41701047,2.67E-06
6119.95104,3.417009467,2.67E-06
6127.45098,3.417008465,2.67E-06
6134.969325,3.417007465,2.67E-06
6142.506143,3.417006466,2.67E-06
6150.061501,3.417005468,2.67E-06
6157.635468,3.417004471,2.67E-06
6165.228113,3.417003476,2.67E-06
6172.839506,3.417002482,2.67E-06
6180.469716,3.417001489,2.67E-06
6188.118812,3.417000497,2.67E-06
6195.786865,3.416999507,2.67E-06
6203.473945,3.416998517,2.67E-06
6211.180124,3.416997529,2.67E-06
6218.905473,3.416996542,2.67E-06
6226.650062,3.416995557,2.67E-06
6234.413965,3.416994573,2.67E-06
6242.197253,3.416993589,2.67E-06
6250,3.416992608,2.67E-06
6257.822278,3.416991627,2.67E-06
6265.66416,3.416990648,2.67E-06
6273.525721,3.416989669,2.67E-06
6281.407035,3.416988692,2.67E-06
6289.308176,3.416987717,2.67E-06
6297.229219,3.416986742,2.23E-06
6305.17024,3.416985769,2.23E-06
6313.131313,3.416984797,2.23E-06
6321.112516,3.416983826,2.23E-06
6329.113924,3.416982857,2.23E-06
6337.135615,3.416981889,2.23E-06
6345.177665,3.416980921,2.23E-06
6353.240152,3.416979956,2.23E-06
6361.323155,3.416978991,2.23E-06
6369.426752,3.416978028,2.23E-06
6377.55102,3.416977066,2.23E-06
6385.696041,3.416976105,2.23E-06
6393.861893,3.416975145,2.23E-06
6402.048656,3.416974187,2.23E-06
6410.25641,3.416973229,2.23E-06
6418.485237,3.416972273,2.23E-06
6426.735219,3.416971319,2.23E-06
6435.006435,3.416970365,2.23E-06
6443.298969,3.416969413,2.23E-06
6451.612903,3.416968462,2.23E-06
6459.94832,3.416967512,2.23E-06
6468.305304,3.416966564,2.23E-06
6476.683938,3.416965616,2.23E-06
6485.084306,3.41696467,2.23E-06
6493.506494,3.416963725,2.23E-06
6501.950585,3.416962782,2.23E-06
6510.416667,3.416961839,2.23E-06
6518.904824,3.416960898,2.67E-06
6527.415144,3.416959958,2.67E-06
6535.947712,3.416959019,2.67E-06
6544.502618,3.416958082,2.67E-06
6553.079948,3.416957146,2.67E-06
6561.67979,3.416956211,3.10E-06
6570.302234,3.416955277,2.67E-06
6578.947368,3.416954344,3.10E-06
6587.615283,3.416953413,3.10E-06
6596.306069,3.416952483,3.54E-06
6605.019815,3.416951554,3.54E-06
6613.756614,3.416950626,3.97E-06
6622.516556,3.4169497,3.97E-06
6631.299735,3.416948775,4.41E-06
6640.106242,3.416947851,4.41E-06
6648.93617,3.416946928,4.41E-06
6657.789614,3.416946007,4.84E-06
6666.666667,3.416945087,5.28E-06
6675.567423,3.416944168,5.71E-06
6684.491979,3.41694325,5.71E-06
6693.440428,3.416942333,7.02E-06
6702.412869,3.416941418,7.02E-06
6711.409396,3.416940504,7.89E-06
6720.430108,3.416939591,8.76E-06
6729.475101,3.41693868,9.63E-06
6738.544474,3.416937769,0.000010531
6747.638327,3.41693686,0.000011431
6756.756757,3.416935952,0.000012231
6765.899865,3.416935046,0.000013131
6775.067751,3.41693414,0.000014431
6784.260516,3.416933236,0.000015331
6793.478261,3.416932333,0.000016631
6802.721088,3.416931431,0.000017931
6811.989101,3.416930531,0.000019231
6821.282401,3.416929631,0.000020531
6830.601093,3.416928733,0.000021831
6839.94528,3.416927837,0.000023531
6849.315068,3.416926941,0.000024931
6858.710562,3.416926047,0.000026231
6868.131868,3.416925154,0.000027531
6877.579092,3.416924262,0.000028331
6887.052342,3.416923371,0.000028831
6896.551724,3.416922482,0.000029231
6906.077348,3.416921593,0.000029631
6915.629322,3.416920706,0.000029631
6925.207756,3.416919821,0.000029231
6934.81276,3.416918936,0.000029231
6944.444444,3.416918053,0.000028831
6954.102921,3.416917171,0.000027531
6963.788301,3.41691629,0.000027031
6973.500697,3.416915411,0.000026631
6983.240223,3.416914532,0.000025331
6993.006993,3.416913655,0.000024931
7002.80112,3.416912779,0.000024031
7012.622721,3.416911905,0.000023131
7022.47191,3.416911031,0.000022731
7032.348805,3.416910159,0.000022231
7042.253521,3.416909288,0.000021831
7052.186178,3.416908418,0.000021431
7062.146893,3.41690755,0.000021431
7072.135785,3.416906683,0.000020931
7082.152975,3.416905817,0.000020931
7092.198582,3.416904952,0.000020931
7102.272727,3.416904088,0.000020931
7112.375533,3.416903226,0.000020931
7122.507123,3.416902365,0.000020931
7132.667618,3.416901505,0.000020931
7142.857143,3.416900646,0.000020931
7153.075823,3.416899789,0.000020931
7163.323782,3.416898933,0.000020931
7173.601148,3.416898078,0.000020931
7183.908046,3.416897224,0.000020931
7194.244604,3.416896372,0.000020931
7204.610951,3.41689552,0.000020931
7215.007215,3.41689467,0.000020931
7225.433526,3.416893821,0.000020931
7235.890014,3.416892974,0.000020931
7246.376812,3.416892128,0.000021431
7256.894049,3.416891283,0.000020931
7267.44186,3.416890439,0.000020931
7278.020378,3.416889596,0.000020931
7288.629738,3.416888755,0.000021431
7299.270073,3.416887914,0.000020931
7309.94152,3.416887075,0.000020931
7320.644217,3.416886238,0.000020931
7331.378299,3.416885401,0.000020931
7342.143906,3.416884566,0.000020531
7352.941176,3.416883732,0.000020131
7363.77025,3.416882899,0.000020131
7374.631268,3.416882068,0.000019631
7385.524372,3.416881237,0.000019631
7396.449704,3.416880408,0.000019231
7407.407407,3.41687958,0.000019231
7418.397626,3.416878754,0.000019231
7429.420505,3.416877928,0.000019231
7440.47619,3.416877104,0.000019231
7451.564829,3.416876281,0.000019231
7462.686567,3.416875459,0.000019631
7473.841555,3.416874639,0.000019631
7485.02994,3.41687382,0.000020131
7496.251874,3.416873002,0.000020931
7507.507508,3.416872185,0.000021431
7518.796992,3.416871369,0.000022231
7530.120482,3.416870555,0.000023131
7541.47813,3.416869742,0.000023531
7552.870091,3.41686893,0.000024431
7564.29652,3.416868119,0.000025331
7575.757576,3.41686731,0.000026231
7587.253414,3.416866502,0.000026631
7598.784195,3.416865695,0.000027531
7610.350076,3.416864889,0.000028331
7621.95122,3.416864085,0.000028831
7633.587786,3.416863281,0.000029231
7645.259939,3.416862479,0.000029631
7656.967841,3.416861678,0.000029631
7668.711656,3.416860879,0.000030131
7680.491551,3.41686008,0.000030131
7692.307692,3.416859283,0.000030131
7704.160247,3.416858487,0.000030131
7716.049383,3.416857693,0.000029631
7727.97527,3.416856899,0.000029631
7739.93808,3.416856107,0.000029231
7751.937984,3.416855316,0.000028831
7763.975155,3.416854526,0.000028331
7776.049767,3.416853738,0.000027931
7788.161994,3.416852951,0.000027531
7800.312012,3.416852165,0.000027031
7812.5,3.41685138,0.000026631
7824.726135,3.416850596,0.000025331
7836.990596,3.416849814,0.000025331
7849.293564,3.416849033,0.000024931
7861.63522,3.416848253,0.000024431
7874.015748,3.416847474,0.000023531
7886.435331,3.416846697,0.000023531
7898.894155,3.41684592,0.000022731
7911.392405,3.416845145,0.000022231
7923.930269,3.416844372,0.000021831
7936.507937,3.416843599,0.000021431
7949.125596,3.416842828,0.000020931
7961.783439,3.416842058,0.000020531
7974.481659,3.416841289,0.000020531
7987.220447,3.416840521,0.000020131
8000,3.416839755,0.000020131
8012.820513,3.41683899,0.000019631
8025.682183,3.416838226,0.000019631
8038.585209,3.416837463,0.000019231
8051.529791,3.416836702,0.000019231
8064.516129,3.416835942,0.000019231
8077.544426,3.416835183,0.000018831
8090.614887,3.416834425,0.000018831
8103.727715,3.416833668,0.000018831
8116.883117,3.416832913,0.000018331
8130.081301,3.416832159,0.000018331
8143.322476,3.416831406,0.000018331
8156.606852,3.416830654,0.000018331
8169.934641,3.416829904,0.000018331
8183.306056,3.416829155,0.000019231
8196.721311,3.416828407,0.000019231
8210.180624,3.41682766,0.000019231
8223.684211,3.416826915,0.000020131
8237.23229,3.41682617,0.000020931
8250.825083,3.416825427,0.000021431
8264.46281,3.416824686,0.000022731
8278.145695,3.416823945,0.000023531
8291.873964,3.416823206,0.000024431
8305.647841,3.416822468,0.000025731
8319.467554,3.416821731,0.000026631
8333.333333,3.416820995,0.000027931
8347.245409,3.416820261,0.000029231
8361.204013,3.416819527,0.000030931
8375.20938,3.416818795,0.000031831
8389.261745,3.416818065,0.000033131
8403.361345,3.416817335,0.000034431
8417.508418,3.416816607,0.000035731
8431.703204,3.41681588,0.000037031
8445.945946,3.416815154,0.000037931
8460.236887,3.416814429,0.000038831
8474.576271,3.416813706,0.000040131
8488.964346,3.416812984,0.000041031
8503.401361,3.416812263,0.000041831
8517.887564,3.416811543,0.000042731
8532.423208,3.416810825,0.000044031
8547.008547,3.416810108,0.000044431
8561.643836,3.416809392,0.000045331
8576.329331,3.416808677,0.000046631
8591.065292,3.416807963,0.000047531
8605.851979,3.416807251,0.000048831
8620.689655,3.41680654,0.000049231
8635.578584,3.41680583,0.000050131
8650.519031,3.416805122,0.000051431
8665.511265,3.416804414,0.000052731
8680.555556,3.416803708,0.000054031
8695.652174,3.416803003,0.000055331
8710.801394,3.416802299,0.000056631
8726.00349,3.416801597,0.000058431
8741.258741,3.416800896,0.000060531
8756.567426,3.416800196,0.000062331
8771.929825,3.416799497,0.000064931
8787.346221,3.416798799,0.000066631
8802.816901,3.416798103,0.000067931
8818.342152,3.416797408,0.000069731
8833.922261,3.416796714,0.000071031
8849.557522,3.416796021,0.000071831
8865.248227,3.41679533,0.000072731
8880.994671,3.41679464,0.000073631
8896.797153,3.416793951,0.000074431
8912.655971,3.416793263,0.000074931
8928.571429,3.416792576,0.000075331
8944.543828,3.416791891,0.000075831
8960.573477,3.416791207,0.000075831
8976.660682,3.416790524,0.000075831
8992.805755,3.416789843,0.000075831
9009.009009,3.416789162,0.000075331
9025.270758,3.416788483,0.000074931
9041.59132,3.416787805,0.000074031
9057.971014,3.416787128,0.000073131
9074.410163,3.416786453,0.000072331
9090.909091,3.416785779,0.000071431
9107.468124,3.416785106,0.000070131
9124.087591,3.416784434,0.000068831
9140.767824,3.416783763,0.000067931
9157.509158,3.416783094,0.000066631
9174.311927,3.416782426,0.000065731
9191.176471,3.416781759,0.000064031
9208.103131,3.416781094,0.000063131
9225.092251,3.416780429,0.000061831
9242.144177,3.416779766,0.000060531
9259.259259,3.416779104,0.000059231
9276.437848,3.416778443,0.000058431
9293.680297,3.416777784,0.000057531
9310.986965,3.416777125,0.000055731
9328.358209,3.416776468,0.000054931
9345.794393,3.416775813,0.000054031
9363.29588,3.416775158,0.000053131
9380.863039,3.416774505,0.000052331
9398.496241,3.416773853,0.000051031
9416.195857,3.416773202,0.000050531
9433.962264,3.416772552,0.000049731
9451.795841,3.416771903,0.000049231
9469.69697,3.416771256,0.000048331
9487.666034,3.41677061,0.000047531
9505.703422,3.416769965,0.000046631
9523.809524,3.416769322,0.000046231
9541.984733,3.41676868,0.000045731
9560.229446,3.416768039,0.000045331
9578.544061,3.416767399,0.000045331
9596.928983,3.41676676,0.000044931
9615.384615,3.416766123,0.000045331
9633.911368,3.416765486,0.000045331
9652.509653,3.416764852,0.000045731
9671.179884,3.416764218,0.000046631
9689.922481,3.416763585,0.000047531
9708.737864,3.416762954,0.000047931
9727.626459,3.416762324,0.000048831
9746.588694,3.416761695,0.000049731
9765.625,3.416761068,0.000051031
9784.735812,3.416760441,0.000052731
9803.921569,3.416759816,0.000054031
9823.182711,3.416759192,0.000055731
9842.519685,3.41675857,0.000057031
9861.932939,3.416757948,0.000058831
9881.422925,3.416757328,0.000060531
9900.990099,3.416756709,0.000062331
9920.634921,3.416756091,0.000064931
9940.357853,3.416755475,0.000066631
9960.159363,3.416754859,0.000068431
9980.03992,3.416754245,0.000071431
10000,3.416753632,0.000074031
10020.04008,3.416753021,0.000077131
10040.16064,3.41675241,0.000079231
10060.36217,3.416751801,0.000082731
10080.64516,3.416751193,0.000086231
10101.0101,3.416750586,0.000090131
10121.45749,3.416749981,0.000093231
10141.98783,3.416749377,0.000097931
10162.60163,3.416748774,0.00010231
10183.29939,3.416748172,0.00010431
10204.08163,3.416747571,0.00010831
10224.94888,3.416746972,0.00011131
10245.90164,3.416746374,0.00011531
10266.94045,3.416745777,0.00011731
10288.06584,3.416745181,0.00011931
10309.27835,3.416744587,0.00012131
10330.57851,3.416743993,0.00012331
10351.96687,3.416743401,0.00012531
10373.44398,3.416742811,0.00012631
10395.0104,3.416742221,0.00012631
10416.66667,3.416741633,0.00012731
10438.41336,3.416741046,0.00012731
10460.25105,3.41674046,0.00012731
10482.18029,3.416739875,0.00012631
10504.20168,3.416739292,0.00012531
10526.31579,3.41673871,0.00012431
10548.52321,3.416738129,0.00012331
10570.82452,3.416737549,0.00012231
10593.22034,3.41673697,0.00012231
10615.71125,3.416736393,0.00012331
10638.29787,3.416735817,0.00012431
10660.98081,3.416735242,0.00012731
10683.76068,3.416734669,0.00012931
10706.63812,3.416734096,0.00013231
10729.61373,3.416733525,0.00013531
10752.68817,3.416732955,0.00013731
10775.86207,3.416732386,0.00014131
10799.13607,3.416731819,0.00014431
10822.51082,3.416731253,0.00014931
10845.98698,3.416730688,0.00015231
10869.56522,3.416730124,0.00015731
10893.24619,3.416729561,0.00016231
10917.03057,3.416729,0.00016731
10940.91904,3.41672844,0.00017331
10964.91228,3.416727881,0.00018031
10989.01099,3.416727323,0.00018831
11013.21586,3.416726767,0.00019231
11037.52759,3.416726212,0.00019531
11061.9469,3.416725658,0.00019931
11086.4745,3.416725105,0.00020131
11111.11111,3.416724553,0.00020431
11135.85746,3.416724003,0.00020631
11160.71429,3.416723454,0.00020731
11185.68233,3.416722906,0.00020831
11210.76233,3.41672236,0.00021031
11235.95506,3.416721814,0.00021131
11261.26126,3.41672127,0.00021231
11286.68172,3.416720727,0.00021331
11312.21719,3.416720185,0.00021231
11337.86848,3.416719645,0.00021231
11363.63636,3.416719106,0.00021231
11389.52164,3.416718568,0.00021131
11415.52511,3.416718031,0.00021031
11441.6476,3.416717495,0.00020931
11467.88991,3.416716961,0.00020831
11494.25287,3.416716428,0.00020631
11520.73733,3.416715896,0.00020331
11547.34411,3.416715365,0.00020131
11574.07407,3.416714836,0.00019831
11600.92807,3.416714307,0.00019131
11627.90698,3.41671378,0.00018431
11655.01166,3.416713255,0.00017631
11682.24299,3.41671273,0.00017231
11709.60187,3.416712207,0.00016631
11737.0892,3.416711685,0.00016231
11764.70588,3.416711164,0.00015931
11792.45283,3.416710644,0.00015731
11820.33097,3.416710126,0.00015331
11848.34123,3.416709609,0.00014831
11876.48456,3.416709093,0.00014531
11904.7619,3.416708578,0.00014231
11933.17422,3.416708064,0.00014131
11961.72249,3.416707552,0.00014331
11990.40767,3.416707041,0.00014831
12019.23077,3.416706531,0.00015831
12048.19277,3.416706023,0.00016831
12077.29469,3.416705515,0.00017931
12106.53753,3.416705009,0.00019131
12135.92233,3.416704504,0.00019931
12165.45012,3.416704,0.00020631
12195.12195,3.416703498,0.00021231
12224.93888,3.416702997,0.00021431
12254.90196,3.416702497,0.00021231
12285.01229,3.416701998,0.00020831
12315.27094,3.4167015,0.00020331
12345.67901,3.416701004,0.00019831
12376.23762,3.416700509,0.00019231
12406.94789,3.416700015,0.00018531
12437.81095,3.416699522,0.00017631
12468.82793,3.416699031,0.00016731
12500,3.41669854,0.00016831
12531.32832,3.416698051,0.00017931
12562.81407,3.416697564,0.00019131
12594.45844,3.416697077,0.00020131
12626.26263,3.416696592,0.00020631
12658.22785,3.416696108,0.00020831
12690.35533,3.416695625,0.00021031
12722.64631,3.416695143,0.00021131
12755.10204,3.416694663,0.00021231
12787.72379,3.416694184,0.00021431
12820.51282,3.416693706,0.00021631
12853.47044,3.416693229,0.00021831
12886.59794,3.416692753,0.00021931
12919.89664,3.416692279,0.00022131
12953.36788,3.416691806,0.00022231
12987.01299,3.416691334,0.00022531
13020.83333,3.416690863,0.00022831
13054.83029,3.416690394,0.00023131
13089.00524,3.416689926,0.00023431
13123.35958,3.416689459,0.00023731
13157.89474,3.416688993,0.00024131
13192.61214,3.416688529,0.00024531
13227.51323,3.416688066,0.00024831
13262.59947,3.416687603,0.00025331
13297.87234,3.416687143,0.00025831
13333.33333,3.416686683,0.00026631
13368.98396,3.416686225,0.00027331
13404.82574,3.416685768,0.00028731
13440.86022,3.416685312,0.00030131
13477.08895,3.416684857,0.00031931
13513.51351,3.416684403,0.00033331
13550.1355,3.416683951,0.00033431
13586.95652,3.4166835,0.00032531
13623.9782,3.41668305,0.00031231
13661.20219,3.416682602,0.00030131
13698.63014,3.416682155,0.00029031
13736.26374,3.416681708,0.00027631
13774.10468,3.416681264,0.00026231
13812.1547,3.41668082,0.00025231
13850.41551,3.416680377,0.00023731
13888.88889,3.416679936,0.00022531
13927.5766,3.416679496,0.00020731
13966.48045,3.416679058,0.00019131
14005.60224,3.41667862,0.00016031
14044.94382,3.416678184,0.00013431
14084.50704,3.416677749,0.00011731
14124.29379,3.416677315,0.00010431
14164.30595,3.416676882,0.000097931
14204.54545,3.416676451,0.000092731
14245.01425,3.416676021,0.000091031
14285.71429,3.416675592,0.000092731
14326.64756,3.416675164,0.000096631
14367.81609,3.416674737,0.00010431
14409.2219,3.416674312,0.00011031
14450.86705,3.416673888,0.00011431
14492.75362,3.416673465,0.00011531
14534.88372,3.416673044,0.00011631
14577.25948,3.416672623,0.00011531
14619.88304,3.416672204,0.00011331
14662.7566,3.416671786,0.00011131
14705.88235,3.416671369,0.00011131
14749.26254,3.416670954,0.00011131
14792.89941,3.41667054,0.00011131
14836.79525,3.416670127,0.00011231
14880.95238,3.416669715,0.00011331
14925.37313,3.416669304,0.00011531
14970.05988,3.416668895,0.00011731
15015.01502,3.416668487,0.00011931
15060.24096,3.41666808,0.00012031
15105.74018,3.416667674,0.00012231
15151.51515,3.41666727,0.00012431
15197.56839,3.416666866,0.00012631
15243.90244,3.416666464,0.00012731
15290.51988,3.416666064,0.00012731
15337.42331,3.416665664,0.00012831
15384.61538,3.416665266,0.00012831
15432.09877,3.416664869,0.00012831
15479.87616,3.416664473,0.00012931
15527.95031,3.416664078,0.00013031
15576.32399,3.416663685,0.00013231
15625,3.416663292,0.00013231
15673.98119,3.416662901,0.00013131
15723.27044,3.416662512,0.00013131
15772.87066,3.416662123,0.00013931
15822.78481,3.416661736,0.00015731
15873.01587,3.41666135,0.00025031
15923.56688,3.416660965,0.00045431
15974.44089,3.416660581,0.00073331
16025.64103,3.416660199,0.00096431
16077.17042,3.416659818,0.00112
16129.03226,3.416659438,0.00117
16181.22977,3.416659059,0.00116
16233.76623,3.416658681,0.00116
16286.64495,3.416658305,0.00118
16339.86928,3.41665793,0.00124
16393.44262,3.416657556,0.00124
16447.36842,3.416657184,0.00119
16501.65017,3.416656812,0.00108
16556.29139,3.416656442,0.00099231
16611.29568,3.416656073,0.00085831
16666.66667,3.416655705,0.00074831
